City,Restaurant
London,Istanbul Meze & Grill Restaurant
London,Thames Take Away
London,Honor Oak Cafe
London,Curry Hut
London,Cozco Latte
London,Tas Cafe
London,Le panier a brioche
London,Zio & Zia
London,Sushi Cupcake
London,Mustard
London,TZATZIKI
London,Itsu
London,Al Farah Cafe
London,Cappuccino Cafe Putney
London,The Library
London,Frank's Cafe
London,The Prince Albert
London,Balance
London,Green Floor
London,Brook Green Cafe & Restaurant
London,Jerk in da Park
London,Royal Grill Cafe
London,The German Hot Dog Stall
London,Bodrum Restaurant
London,Piggies Sandwich Bar
London,Chris's Fish Bar
London,Lazania Tandoori
London,Borough Produce Cafe
London,Itzu
London,The Cally
London,Pilau Restaurant
London,Spaccanapoli
London,La Casa Del Burrito
London,Recharge
London,Pho Moc
London,Lord Morpeth
London,Pret A Manger
London,Mapa Cafe
London,Fait Maison
London,Secret Goldmine Cafe
London,Rainbo
London,Paperchase
London,Yao Kee
London,The Photographers' Gallery
London,Tortilla Victoria
London,Royalty Lounge
London,Slim Chickens - Brunswick
London,The Lawn
London,White Post
London,Sea Master
London,Old China Hand
London,Wrights Bar
London,Tuck Inn
London,Itsu
London,Maria's Fish & Chips
London,Mumbai Local
London,Kolkati
London,Eden's Kitchen
London,Absolutely Starving
London,Bruno's Deli
London,Dom's Place
London,New Surma Tandoori
London,Chao Kitchen
London,Bluecoats
London,"Yum Bun - Spitalfields Market, The Kitchens"
London,Saravanaa Bhavan Harrow
London,Burrito Banditas
London,Sizzling Bombay
London,Mariner Fish Bar
London,L'Amandine Cafe
London,Beirut Canteen
London,EAT.
London,The Chequers Tavern
London,Pret A Manger
London,Falafel House
London,Bombay Spice Nashta House
London,Moon Under Water - JD Wetherspoon
London,Pret A Manger
London,The Athenian
London,Raymonds Pie & Mash Shop
London,Family Bistro
London,The Famous Moonlight
London,Chantal Cafe
London,Hamer Ethiopia Restaurant
London,Tai Tip Mein
London,Diamond Kebab House
London,Yobun Sushi
London,Mood Food Cafe
London,Zu's
London,The Greenery Natural Kitchen
London,Carole's Creperie
London,King Rooster
London,JD Wetherspoon
London,Mahavir Sweetmart
London,Vitale - Italian Cuisine
London,Johnny's Fish Bar
London,Holy Chinese Take Away
London,Caspian Sandwich Bar
London,Will to Win Cafe
London,Smokoloko
London,Reem Restaurant
London,SushiDog
London,The Old Ivy House
London,Mother At The Mosaic
London,Micky's Fish Bar
London,Colairo's Cafe-Deli
London,Piccolo Forno
London,A Portuguese Love Affair Deli Cafe
London,Chatkhara
London,Cafe Plum
London,The Bus Cafe
London,Agathas
London,Savage Salads
London,Chez Nous
London,Nha-Mor
London,The Jackalope
London,My village cafe bar
London,Drinkeat - The Italian Break
London,Papa's Cafe
London,Kent Cafe
London,Cafe La Cigale
London,Pret a Manger
London,Happy Days
London,Labakery London
London,Mohammedi Indian Takeaway
London,The Birkbeck Tavern
London,Pret A Manager
London,Phoenix Blend
London,Holmes Grill
London,The Salad Kitchen
London,The Barrel Boulangerie
London,Joyce's Jerk Joint
London,Crussh Fit Food & Juice Bars
London,Damascu Bite
London,Ye Olde Swiss Cottage
London,Tunnel Meals
London,Mevali Shisha Bar
London,Tufnell Park Kebabs
London,Barraka
London,Whoa Coffee Ltd
London,Casa Morita
London,Lords of Poke
London,Bhavna Sweet Mart
London,Weatherspoons
London,La Forchetta
London,Tam Kitchen
London,The Great Harry
London,Sprigs Vietnamese
London,The Hungry Bedouin
London,Harley Dogs
London,Umana Yana
London,Mikel Coffee
London,Prince of Wales
London,Oodles - Upper Tooting Road - Tooting
London,Elephantastic Pizza
London,"Zabardast The Indian Wrap Company, Centrale"
London,Keren View
London,The Two Bridges - Ale House & Kitchen
London,Quinta
London,Big Red Tent Vinyl Cafe
London,Wasabi Sushi & Bento
London,Lahore Grill
London,The House
London,Fiesta Cafe
London,Fiore Truck
London,Spandeli
London,Grand Union Chancery Lane
London,Itsu
London,The Bungalow Cafe
London,Cafe Palestina
London,Abbeywood Tandoori
London,Sintra Cafe
London,Japanika
London,Tex Bites
London,Carbon - Covent Garden
London,Itsu
London,Robella
London,Zayona
London,Chaiiwala
London,Ptooch
London,Ken's Fish Bar
London,Itsu
London,Chikara Teppanyaki
London,Norman's Cafe
London,Daily Petit Dejeuner
London,Black Horse
London,Amore Cafe
London,Spring Taste Caffe
London,Burgista Bros
London,Busby's Cafe
London,Rafaello Cafe
London,Lahori Nihaari
London,Cafe 209
London,Earth Sea Cafe
London,Caribe'
London,Bagel Express in Bricklane
London,Hanbury Hall
London,Bar Linda Golders
London,Melissa's Kitchen
London,Rowan Tandoori
London,Fatboyz Diner
London,Super Kebab
London,District One
London,Slice and More
London,Shawarma
London,Gaia Pulses
London,The Grosvenor Arms
London,Jade's Jerk
London,Pitta House
London,The Regent Pub
London,Cooks Pie and Mash Shop
London,Sara & Co Limited
London,Pie Factory
London,Page Common - Page8
London,"Zabardast The Indian Wrap Company, Canary Wharf"
London,Guido's - Chancery Lane
London,Crown Fish & Chip Bar
London,Sutton And Sons Fishmongers
London,Di Carlo's Pizza & Pasta
London,Wasabi Sushi & Bento - Moorgate
London,Balti House
London,City Best Kebab
London,Yasmina
London,Black Sheep Coffee - Southwark
London,Eat Saigon
London,The Olive Tree
London,Hoh Sek Noodles
London,Gamberini Cafe and Grill
London,La Provence
London,Highlander Game
London,Map Studio Cafe
London,Brooklyn Diner
London,Pret A Manger
London,Goldfinger Kitchen
London,Tad's Cafe
London,Pure
London,Millennium Kebabs
London,Victoria Cafe
London,Lele's
London,Noah's
London,Engocha
London,Ladywell Fields Park Cafe
London,Cafe Renew at Regent Hall
London,Gazelle Dates
London,A1 Kebabish
London,Mercer & Co
London,Thai Cafe
London,Kings Fish Bar
London,Saigon Foods
London,The Millers Well
London,Cafe Louche
London,Stir
London,Taste Of China Angel N1
London,Tay Do Cafe
London,Haggerston Perk Cafe
London,Queens Head
London,Sorsi e Morsi
London,Grain Kitchen
London,Pizza Hut
London,The Copper Tap
London,Cafe Arena
London,Parade Fish Bar
London,London Sangaki
London,Caffe Eraldo
London,Abokado
London,Itsu
London,Tony's Delicatessen
London,Benito's Hat Farringdon
London,Hampstead Theatre
London,Sidoli's Buttery
London,Ferreira Delicatessen
London,Jennys restaurant
London,La Piccola Deli Holland Park
London,Indochine
London,Cafe Romano
London,Oval Cafe And Snack Bar
London,Caffeine London
London,Great Bakery & Deli
London,Tommy Flynn's Pub & Kitchen
London,Bombay Kitchen
London,Bom Pecado
London,Hummus Bros
London,Mike's Kitchen
London,Breadstall Northcote Rd
London,Pret a Manger
London,Jimmy Griddle
London,Roosters Piri Piri
London,Kebabish
London,The Lord Palmerston
London,Ace Plaice
London,Pronto A Mangia
London,Winston's Cafe
London,Kurdistan
London,Pret a Manger
London,Cafe Euro
London,Pizza Hut
London,Rice & Peas
London,Domino's Pizza
London,Cattleya
London,Franzos Piri Piri
London,Dosa Express
London,The Poke Shack
London,Piada
London,Papa Bruno
London,From The Ashes Bbq
London,The Lekkerbek
London,Lots Larder
London,Olive and Squash
London,Pizza1889
London,Babylon Tower Grill Restaurant
London,Addis In Brixton
London,China Noodle Restaurant
London,Caglar Kebab
London,Chocofruit
London,Greenaway's Pie and Mash
London,Mr G's Cafe
London,Cafe House
London,Yummy's Sandwich Bar
London,Kigi Cafe
London,The Sandwich Centre
London,Market Cafe
London,Pret a Manger
London,Sam's Cafe
London,Bibi's Kitchen
London,Sea Horse Fish Bar
London,Frydays Fish Bar
London,FiLLi Cafe London
London,Mi Casa Burritos
London,District
London,Tai Buffet
London,City Cafe
London,Pinar Kebab
London,MEATliquor Bloomsbury
London,Royal Fish & Chips
London,Happy Sky Bakery
London,Indulgence
London,Elbows Cafe
London,Dessert Dune
London,Amigos Burgers & Shakes
London,The Asparagus
London,Lighthouse Fish Bar
London,Tiffin Planet
London,Bungalows Cafe
London,Waka
London,Saravanaa Bhavan Tooting
London,Piada'n'about
London,Madras Restaurant
London,Silver River
London,Tey Cafe
London,Theo's Pizzeria
London,Hanoi Pho
London,Benhue
London,October 26 Bakery
London,Life Cafe and Restaurant
London,Jukebox pizza
London,Kashmir Kebabish
London,Soul Stop Cafe
London,Mazzis Cafe & Restaurant
London,Lemongrass Kitchen
London,Nando's Old Street
London,The Red Lion
London,The Cheese Truck
London,Tamaris Indian
London,Enjoy Cafe
London,The Veterans Kitchen
London,Little Poland
London,Boutique Cafe
London,Mrs King's Pork Pies
London,Duri Mart Ltd
London,Wapping Fish Bar
London,Pranzos
London,Itsu
London,Gaohouse
London,Gramos Coffee
London,The Fish & Chicken Shop
London,Mustard Cafe
London,Blooms Pizza Cafe
London,Oriental Star
London,The Wings Are Good Here
London,Cool Breeze
London,Pret a Manger
London,Diddy's
London,Archway Town Cafe
London,Granier Bakery & Cafe
London,Lee Raj
London,Kebab & Burger House
London,Eat
London,Twisterlicious
London,9 London Road
London,Arancini Brothers Old St
London,John Charlick Foods
London,Horse & Groom
London,Water House Restaurant
London,The Leigham Well
London,Malbrough Head
London,Siciliano
London,Sunsnacks Cafe
London,42 Beans
London,Mes Amis Cafe
London,Pedal Back Cycling
London,Dan & DeCarlo
London,The Village Deli
London,Cafe Di Livio
London,Hummus Bros
London,Three Cranes
London,Wasabi
London,Woo Lot
London,Masala Express
London,Mitcham's Plaice Takeaway
London,The Garden
London,The Common Espresso Bar
London,Tortilla Euston
London,Rheidol Rooms
London,Cafe Brunello's
London,Yummys
London,Selim Kebab
London,St. Gabriel Ethiopian Delicatessen
London,Jerk Garden
London,Bagelicious
London,Porters Sandwich Bar
London,Edo & Bibo
London,Edible Kitchen and Cafe
London,Deli Mama
London,Pret a Manger
London,Chipotle Mexican Grill
London,Salad Box Brick Lane
London,Chinese Overseas
London,Madeleine's
London,Lovely House Dim Sum Restaurant
London,Wasoukan Europe
London,Arthur's
London,The British Oak
London,Capital noodle Bar
London,Tom Bell Fish Bar
London,Eat
London,The Kentish Drovers
London,Pistachios in the Park Manor House Gardens
London,Pizza Brixton @ Bow
London,Tesco Cafe
London,Watch House
London,Taste of Lahore - Ealing
London,Slim Jim's Liquor Store
London,Sparrow Cafe
London,Bun Cha
London,Lihiniya
London,New Eltham Grill
London,Yamagoya
London,Troy Cafe
London,Hot Cut
London,De Cafe Lounge
London,Kebab Delight
London,J Grodzinski & Daughters
London,The Girl Of Sandwich
London,Ananthapuram
London,Westmount Kebab
London,Itsu
London,Mama's Jerk
London,Subtitles Cafe
London,Poplar Cafe
London,Eat
London,Cafe Fresco
London,Pret a Manger
London,The Monarch
London,Fish and Chips and Kebabs
London,Emparo Pizza
London,Archway Kebab
London,Taksim Cafe
London,Hoo Hing Leyton Cafe
London,Cupcake Stories
London,The Shahi Nan Kabab
London,Pret A Manger
London,Subway
London,York Way Fish Bar
London,The Railway
London,Lahori
London,Pier Fish Bar
London,Firat Kebab and Fish Bar
London,Smokey Jerkey
London,Riccardo's
London,Lulu Chicken Schnitzel
London,Bon Pizza And Kebab
London,Buy & Bite
London,Sunshine Cafe
London,Yun Hai Restaurant
London,Veggie Pret
London,The Woodbine
London,The Sutton Arms
London,Khob Khun Restaurant
London,Wong Kei
London,Cafe 17
London,The Rochester Castle
London,Cafe Noir
London,Meskerem Restaurant
London,TukTuk
London,Greenbox
London,Aromma
London,zarathustra cafe
London,Adana SofrasI
London,The Brunel
London,Island Poke Broadgate Circle
London,Punjabi Dera
London,Aunt Sallys
London,Coco di Mama - Italian To Go - Monument
London,Freemasons Cafe
London,"The Poetry Cafe, The Poetry Society"
London,Wimpy
London,Britannia Fish Bar
London,Andy's Quality Fish
London,Nazar Restaurant & Takeaway
London,Reindeer Cafe
London,Planet Organic
London,Wasabi
London,Cafe Vivaldi
London,Jalisco Brixton
London,Fresh Ground Coffee House Eltham
London,Belsize Cafe and Diner 274 Belsize Rd London
London,Liu Xiaomian
London,Beluga Fish and Chips
London,The Prince Arthur
London,Polly's
London,Artisserie
London,La Piccola Deli
London,Wox Noodle Bar
London,Tacos + Tequila
London,Island Poke Fitzrovia
London,TheLodge.Space Cafe
London,Saporita
London,The North Star
London,Crussh
London,Tollington's
London,The Devonshire Arms
London,Woolley Catering Co Ltd
London,The Red Lion N16
London,Amar Gaon
London,Farmer J
London,Pret A Manger
London,The Coffee Place
London,Ldn Wrap
London,Little Venice Cafe
London,Cod's Plaice
London,Hilltop Roti
London,LSE Garrick Coffee Bar and Restaurant
London,I Go Chop
London,comptoir Mezze
London,Marmaris Cafe
London,Oz Gaziantep Ocakbasi
London,Moon House
London,Teaze Bites
London,Claylands Fish Bar
London,Cafe Savvies
London,COCO Cafe
London,Tacos Mx
London,Santana Grill
London,Canton
London,Buna Oromia Coffee
London,696 Mangal
London,Pret a Manger
London,Tasty Fish And Chips
London,Pret A Manger
London,Par Cafe
London,Beer Hawk Charterhouse
London,Kings Mediterranean
London,Eat
London,The Famous Royal Oak
London,Smokin' Aces BBQ
London,Delizia
London,Zara Cafe
London,Comptoir V
London,Cafe Buzz
London,The Odds Deli
London,Elephant Eats
London,Sweet Lemon
London,Caffe Capital
London,King Of Naan - Kake Di Hatti
London,Frida's Pimlico
London,Sushi and More
London,The Boathouse Cafe
London,Pret A Manger
London,Chi - Fresh Taste of Vietnam
London,Eat
London,Milk Bar Old Kent Road
London,Tamarind Tiger
London,The Millwall Cafe
London,Dragon Inn
London,Ravello Victoria Street London
London,Tacotitlan
London,Antepli Lahmacun & Kebab
London,Chatkhara
London,Craft Metropolis
London,Woody Grill
London,Best Mangal
London,Pizza Rossa
London,Bubbleology
London,Coco di Mama
London,Pavro Ocakbasi
London,Sblended Milkshakes Hammersmith
London,Pret A Manger
London,EAT.
London,Pueblito Paisa
London,Laoma
London,#Coffee_Dope
London,Esfihas Excellent
London,Koko's Thai Kitchen
London,Bonjour Brioche Wimbledon
London,Neo's Bakery & Patisserie
London,Blue Marlin Fish Bar
London,Woody Grill
London,Real Taste
London,Walworth Kebab
London,Pure
London,Lizzie's cafe
London,Red Lion Noodle Bar
London,Grill Kebab House
London,National Army Museum Cafe
London,Caffe Nero
London,Cafe Reves
London,Cafe Luna
London,Petra Turkish Restaurant
London,Ideal Cafe
London,Amal Restaurant
London,Allstars Gourmet
London,Jars Bar
London,Real Taste
London,Star Cafe
London,Chozen Noodle
London,Ecco
London,Pret a Manger
London,La Porca
London,Ciao Italian Kitchen
London,Makatcha
London,YHA London St Pancras Cafe & Bar
London,Awafi Foods
London,Chef cafe bistro & restaurant
London,The Fish Palace
London,Pret a Manger
London,Cafe Chicchi
London,Tortilla Westfield London
London,Mapps
London,Cafe Casablanca
London,KFC
London,The Olive Branch Cafe
London,North Fish Restaurant
London,Saint Espresso
London,PAUL Strand Kiosk
London,Thai House
London,US Pizza
London,Homegrown
London,Blue Ocean
London,The Belvedere
London,Starburger
London,EAT.
London,Forest Cafe
London,Supercute
London,Great British Fish and Chips
London,Butchies Clapham
London,Itsu
London,Lebaneats
London,Roti Stop
London,Bijans Takeaway - Sandwich Bar
London,itsu
London,Savoy Cafe
London,Pizza Da Vinci
London,Dragonfly Cafe
London,Star Jerk Hut
London,Jiaba
London,Peck Peck
London,Tacos House
London,Beans & Barley
London,Park Life Cafe
London,Bola Bola Boba
London,Primi Piatti
London,Mange Des Lles
